ID,path,title,authors,translators,author_qids,translator_qids,original_language,genre,source_edition
8217,/p180/m8217,[שְׁאָלוּנִי שְׂעִפַי],שלמה אבן גבירול,"",239355,"","",שירה,""
8218,/p58/m8218,למנין שאנו מונים,משה ליב לילינבלום,"",742539,"","",מאמרים ומסות,"מתוך כל כתבי משה ליב ליליינבלום, קרקא: דפוס יוסף פישר, תרע""ב"
8219,/p76/m8219,הרמן ודורותיאה,יוהאן וולפגנג פון גתה,ש' בן־ציון,5879,2905102,de,מחזות,""
8220,/p141/m8220,זִכְרוֹנוֹת,רחל בלובשטיין,"",241180,"","",שירה,"מתוך ""רחל: שירים מכתבים רשימות קורות חייה"", בעריכת אורי מילשטיין, תל אביב: זמורה ביתן, תשמ""ה 1985"
8221,/p141/m8221,שְׁתִיקָה,רחל בלובשטיין,"",241180,"","",שירה,"מתוך ""רחל: שירים מכתבים רשימות קורות חייה"", בעריכת אורי מילשטיין, תל אביב: זמורה ביתן, תשמ""ה 1985"
8222,/p24/m8222,חוֹלֵי-הַיִּרְאָה,אלתר דרויאנוב,"",437809,"","",מאמרים ומסות,"מתוך “כתבים נבחרים” א-ב הוצאת ברית ראשונים, תל-אביב, תש“ג-תש”ה."
8223,/p164/m8223,ראובן בן מרדכי ברינין,מיכה יוסף ברדיצ'בסקי,"",1926717,"","",מאמרים ומסות,""
8224,/p185/m8224,שני עולמות,שמואל טשרנוביץ,"",7049111,"","",מאמרים ומסות,""
8225,/p61/m8225,הפרובלמות הפיננסיות של בנין ארץ-ישראל,חיים ארלוזורוב,"",726510,"","",מאמרים ומסות,""
8226,/p72/m8226,ניקולאי (נחמן) אוסיפוביץ' פרוז'נסקי,שמואל ליב ציטרון,"",944922,"","",מאמרים ומסות,"מתוך ""מאחורי הפרגוד: מומרים, בוגדים, מתכחשים"", וילנה: צבי מץ, תרפ""ד 1923"
8227,/p370/m8227,אל הקולוניסטים בראשון-לציון,בנימין זאב הרצל,מיכל ברקוביץ,44003,7216296,de,מאמרים ומסות,""
8228,/p148/m8228,המעדר,אלתר לוין,"",12404017,"","",שירה,"ירושלים: דקל, תר""ף"
8229,/p20/m8229,[אַחֲלַי  יִכּוֹנוּ דְרָכַי לִשְׁמֹר],אברהם אבן עזרא,"",270670,"","",שירה,""
8230,/p160/m8230,שלום בית,מאיר הלוי לטריס,"",1912967,"","",שירה,"ווין: דפוס ל“ק זאמארסקי וק' דיטטמארש, תר”כ"
8231,/p170/m8231,אחי חסד אשר ידיו לאורחים,משה אבן עזרא,"",719393,"","",שירה,""
8232,/p55/m8232,"למועצת ""אחדות-העבודה""",ברל כצנלסון,"",786429,"","",מאמרים ומסות,""
8233,/p142/m8233,בגדי המלך החדשים,הנס כריסטיאן אנדרסן,דוד פרישמן,5673,705482,da,פרוזה,"ברלין: “מוריה” ו“יודישר פרלג”, מהדורה חמישית"
8235,/p170/m8235,[וּפָשְׁטוּ יְמוֹתֵי זְמָן סוּת אֲבֵלִים],משה אבן עזרא,"",719393,"","",שירה,""
8236,/p46/m8236,חַנָּה (לְאַחַר שְׁלשִׁים שָׁנָה),יהודה ליב גורדון,"",1376036,"","",שירה,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
8238,/p46/m8238,אִם אֵשֵׁב לִי בָדָד,אלכסנדר סרגיביץ' פושקין,יהודה ליב גורדון,7200,1376036,ru,שירה,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
8239,/p104/m8239,"""הר ציון""",דוד ילין,"",12405710,"","",מאמרים ומסות,"ע“פ כתבי דוד ילין, כרך א', ראובן מס, ירושלים תשמ”ג 1983"
8240,/p33/m8240,מחשבות ומעשים XXIV,אלחנן ליב לוינסקי,"",7017172,"","",מאמרים ומסות,""
8242,/p159/m8242,נוֹף אַרְצִי,ישראל חצקביץ,"",16132827,"","",שירה,""
8245,/p146/m8245,חֲבַצֶּלֶת שְׁרוֹן שׁוּבִי בְּכִשְׁרוֹן,שלום שבזי,"","","","",שירה,""
8246,/p167/m8246,הקדשה לר' ישעיה באסאן,משה חיים לוצטו,"",982845,"","",שירה,""
8247,/p175/m8247,ללא שם,שמואל לייב גורדון,"",4143909,"","",שירה,""
8248,/p180/m8248,[אולי דמעות],שלמה אבן גבירול,"",239355,"","",שירה,""
8249,/p181/m8249,פאציפיזם או התנגדות להיטלר?,משה בילינסון,"",6967447,"","",מאמרים ומסות,"מתוך ""במשבר העולם"", תל אביב: דבר, ת”ש"
8250,/p57/m8250,כנגד ארבעה בנים,שאול טשרניחובסקי,"",521410,"","",שירה,"מתוך ""שירי שאול טשרניחובסקי"", תל אביב: דביר, תשכ""ח"
8251,/p23/m8251,עבדות בתוך חירות,אחד העם,"",380425,"","",מאמרים ומסות,""
8252,/p57/m8252,מַיִם שֶׁלָּנוּ,שאול טשרניחובסקי,"",521410,"","",שירה,"מתוך ""שירי שאול טשרניחובסקי"", תל אביב: דביר, תשכ""ח"
8253,/p186/m8253,חליפות וצבא,ישעיהו ברשדסקי,"",7064133,"","",מאמרים ומסות,""
8254,/p77/m8254,[הָיו לְפָנֶיךָ],וידל בנבנשתי,"",7927660,"","",שירה,""
8255,/p89/m8255,פרוזה מן העזבון,חיים נחמן ביאליק,"",359705,"","",פרוזה,"מתוך “כתבים גנוזים” בעריכת משה אונגרפלד, תל אביב: בית ביאליק ודביר"
8257,/p89/m8257,"על חורבן היהדות בגולה ובנין א""י",חיים נחמן ביאליק,"",359705,"","",מאמרים ומסות,"מתוך ""דברים שבעל פה"", תל אביב: דביר, תרצ""ה 1935"
8259,/p89/m8259,שלמה ואשמדי,חיים נחמן ביאליק,"",359705,"","",פרוזה,"מתוך ""ויהי היום"", תל אביב: דביר, תשכ""ה"
8261,/p89/m8261,בת המלך ובן-זוגה,חיים נחמן ביאליק,"",359705,"","",פרוזה,"תל אביב: דביר, תשכ""ה"
8263,/p117/m8263,הזקן ונכדו,יהודה שטיינברג,"",4526788,"","",פרוזה,""
8264,/p46/m8264,דבר יום ביומו,יהודה ליב גורדון,"",1376036,"","",זכרונות ויומנים,"בתוך: כתבי יל""ג – פרוזה, תל־אביב: דביר"
8265,/p137/m8265,וצדיק יסוד עולם,רחל מורפורגו,"",16579983,"","",שירה,""
8267,/p142/m8267,לְאֶרֶץ יִשְׂרָאֵל,דוד פרישמן,"",705482,"","",פרוזה,""
8268,/p55/m8268,רופין,ברל כצנלסון,"",786429,"","",מאמרים ומסות,""
8269,/p142/m8269,חֲזִיר הַכֶּסֶף,הנס כריסטיאן אנדרסן,דוד פרישמן,5673,705482,en,פרוזה,"ברלין: “מוריה” ו“יודישר פרלג”, מהדורה חמישית"
8271,/p142/m8271,"""מטות ומסעי""",דוד פרישמן,"",705482,"","",פרוזה,""
8272,/p169/m8272,וְהֵיכָן  הָיִית  אָז ...,יעקב לרנר,"",7063855,"","",שירה,""
8273,/p186/m8273,בודדה-עזובה,ישעיהו ברשדסקי,"",7064133,"","",פרוזה,"מתוך טיפוסים וצללים, הוצאת תושיה, ורשה, תר""ס"
8274,/p49/m8274,[זְכוֹר בַּאֲשֶׁר],שמואל הנגיד,"",467161,"","",שירה,"מתוך ""כל שירי רבי שמואל הנגיד"", תל אביב: מחברות לספרות בסיוע מוסד הרב קוק, תש""ז–תשי""ג"
8275,/p49/m8275,חדה ושמח בחלקך,שמואל הנגיד,"",467161,"","",שירה,"מתוך ""כל שירי רבי שמואל הנגיד"", תל אביב: מחברות לספרות בסיוע מוסד הרב קוק, תש""ז–תשי""ג"
8276,/p49/m8276,חכם-לבב במתת,שמואל הנגיד,"",467161,"","",שירה,"מתוך ""כל שירי רבי שמואל הנגיד"", תל אביב: מחברות לספרות בסיוע מוסד הרב קוק, תש""ז–תשי""ג"
8277,/p49/m8277,זרת בשדה,שמואל הנגיד,"",467161,"","",שירה,"מתוך ""כל שירי רבי שמואל הנגיד"", תל אביב: מחברות לספרות בסיוע מוסד הרב קוק, תש""ז–תשי""ג"
8278,/p122/m8278,ולמען ירושלים לא אשקוט,אפרים לוצטו,"",7058244,"","",שירה,"ע“פ הוצאת מחברות לספרות, תל אביב, תש”ב"
8280,/p158/m8280,לזאב הכהן קאפּלאן,מיכה יוסף לבנזון,"",973591,"","",מכתבים,""
8281,/p161/m8281,[יכונן חתני מנוחיו],יהודה הלוי,"",299200,"","",שירה,""
8283,/p180/m8283,שחי לאל יחידה,שלמה אבן גבירול,"",239355,"","",שירה,""
8284,/p58/m8284,"ד""ר לעאן פינסקער איננו!",משה ליב לילינבלום,"",742539,"","",מאמרים ומסות,"מתוך כל כתבי משה ליב ליליינבלום, קרקא: דפוס יוסף פישר, תרע""ב"
8285,/p126/m8285,מֶטְרִיפּוֹלֶיָן אוֹ שָׁבֵי פֶשַׁע בְּיַעֲקֹב,שמואל נחום כהנובסקי,"","","","",פרוזה,""
8286,/p141/m8286,[וְרָצוֹן רַק אֶחָד],רחל בלובשטיין,"",241180,"","",שירה,"מתוך ""רחל: שירים מכתבים רשימות קורות חייה"", בעריכת אורי מילשטיין, תל אביב: זמורה ביתן, תשמ""ה 1985"
8287,/p24/m8287,תיקון-טעות,אלתר דרויאנוב,"",437809,"","",מאמרים ומסות,"מתוך “כתבים נבחרים” א-ב הוצאת ברית ראשונים, תל-אביב, תש“ג-תש”ה."
8288,/p164/m8288,צִיּוּנִים,מיכה יוסף ברדיצ'בסקי,"",1926717,"","",מאמרים ומסות,""
8289,/p164/m8289,מִלְחֶמֶת אַחִים,מיכה יוסף ברדיצ'בסקי,"",1926717,"","",פרוזה,""
8290,/p9/m8290,קטע,אורי ניסן גנסין,"",514289,"","",פרוזה,""
8291,/p68/m8291,"[עַכְבָּר קָטֹן, חַלָּשׁ, אִמּוֹ תֵּנִיקֵהוּ]",מרדכי צבי מאנה,"",6633218,"","",שירה,"מתוך ""כל כתבי מרדכי צבי מאנה: קובץ שיריו, מאמריו ומכתביו"", ורשה: צנטרל, תרע”ד 1913"
8292,/p128/m8292,האחשתרנים,שלום עליכם,"",238090,"","",פרוזה,""
8293,/p148/m8293,מֻעַלַּקָתְּ,אלתר לוין,"",12404017,"","",שירה,"ירושלים: דקל, תר""ף"
8294,/p20/m8294,[אֶבְטְחָה עַל פֹּעֲלִי],אברהם אבן עזרא,"",270670,"","",שירה,""
8295,/p20/m8295,[אֲצוּלָה מִכְּבוֹדוֹ אֵל בְּרָאֵךְ],אברהם אבן עזרא,"",270670,"","",שירה,""
8296,/p170/m8296,[כַּבֵּה יְקֹד לִבִּי בְּמֵי אֶשְׁכֹּל],משה אבן עזרא,"",719393,"","",שירה,""
8297,/p55/m8297,ושוב משכורות,ברל כצנלסון,"",786429,"","",מאמרים ומסות,""
8298,/p38/m8298,אגדות יוון – כרך א,אליעזר מיטרופוליטנסקי,"",118924281,"","",פרוזה,""
8300,/p170/m8300,לנטע השכל ונצר היושר,משה אבן עזרא,"",719393,"","",שירה,""
8301,/p170/m8301,אֶל אֱלֹהֵי נַפְשִׁי אֲנַהֵל,משה אבן עזרא,"",719393,"","",שירה,""
8302,/p46/m8302,בעבור נעלים,יהודה ליב גורדון,"",1376036,"","",פרוזה,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
8311,/p12/m8311,הרמן כהן,ראובן בריינין,"",356423,"","",מאמרים ומסות,"ע""פ “כתבים נבחרים”, ספריית פועלים, 1965"
8312,/p135/m8312,הרמן כהן,משה גליקסון,"","","","",מאמרים ומסות,"“העולם”, גליונות 13, 14 תרע“ב, גל' 7 תרע”ד"
8313,/p12/m8313,דָוִד קוֹפְמַאן,ראובן בריינין,"",356423,"","",מאמרים ומסות,"ע“פ “כל כתבי ראובן בן מרדכי בריינין: ישנים וגם חדשים” בשלושה כרכים, הועד להוצאת כל כתבי ראובן בן מרדכי בריינין, תרפ”ג-ת""ש, 1922–1940"
8314,/p23/m8314,שתי מצבות,אחד העם,"",380425,"","",מאמרים ומסות,""
8315,/p181/m8315,הפועל העברי ונמל חיפה,משה בילינסון,"",6967447,"","",מאמרים ומסות,"מתוך ""בדרך לעצמאות"", תל אביב: דבר, ת”ש"
8316,/p57/m8316,על המים,שאול טשרניחובסקי,"",521410,"","",שירה,"מתוך ""שירי שאול טשרניחובסקי"", תל אביב: דביר, תשכ""ח"
8317,/p23/m8317,מבקרנו,אחד העם,"",380425,"","",מאמרים ומסות,""
8318,/p57/m8318,קום עלה בהר-התוחלת,שאול טשרניחובסקי,"",521410,"","",שירה,"מתוך ""שירי שאול טשרניחובסקי"", תל אביב: דביר, תשכ""ח"
8319,/p77/m8319,כף יד ימינך,וידל בנבנשתי,"",7927660,"","",שירה,""
8320,/p89/m8320,על תעודת הכנסיה התרבותית,חיים נחמן ביאליק,"",359705,"","",מאמרים ומסות,"מתוך ""דברים שבעל פה"", תל אביב: דביר, תרצ""ה 1935"
8322,/p89/m8322,שלשלת הדמים,חיים נחמן ביאליק,"",359705,"","",פרוזה,"מתוך ""ויהי היום"", תל אביב: דביר, תשכ""ה"
8324,/p23/m8324,איגרות: שנת 1914,אחד העם,"",380425,"","",מכתבים,""
8325,/p89/m8325,כתבי המשתגע,חיים נחמן ביאליק,"",359705,"","",פרוזה,"מתוך “כתבים גנוזים” בעריכת משה אונגרפלד, תל אביב: בית ביאליק ודביר"
8326,/p60/m8326,פרקי יומן,חנה סנש,"",236094,"","",זכרונות ויומנים,""
8327,/p117/m8327,פרוש קצר,יהודה שטיינברג,"",4526788,"","",פרוזה,""
8328,/p48/m8328,אל מורי,טוביה בן משה כץ,"","","","",שירה,""
8329,/p127/m8329,ישראל בעמים,שמואל יוסף פין,"",2902634,"","",מאמרים ומסות,""
8330,/p55/m8330,"""המזרחי"" וההתישבוּת החסידית",ברל כצנלסון,"",786429,"","",מאמרים ומסות,""
8331,/p142/m8331,הפולנים,דוד פרישמן,"",705482,"","",מאמרים ומסות,""
8332,/p38/m8332,אגדות יוון - חלק ב',אליעזר מיטרופוליטנסקי,"",118924281,"","",פרוזה,""
8334,/p142/m8334,סליחות,דוד פרישמן,"",705482,"","",זכרונות ויומנים,""
8336,/p178/m8336,מעשה בשתי אחיות,בן אביגדור,"",12404616,"","",פרוזה,"תל-אביב: ד. רכגולד, תש""ם 1980"
8337,/p49/m8337,דלתי שפתך,שמואל הנגיד,"",467161,"","",שירה,"מתוך ""כל שירי רבי שמואל הנגיד"", תל אביב: מחברות לספרות בסיוע מוסד הרב קוק, תש""ז–תשי""ג"
8338,/p49/m8338,[אֲדָמָה לַיְצוּרִים],שמואל הנגיד,"",467161,"","",שירה,"מתוך ""כל שירי רבי שמואל הנגיד"", תל אביב: מחברות לספרות בסיוע מוסד הרב קוק, תש""ז–תשי""ג"
8339,/p49/m8339,[חֲסֹם פִּי עַמְּךָ כִּי עָם],שמואל הנגיד,"",467161,"","",שירה,"מתוך ""כל שירי רבי שמואל הנגיד"", תל אביב: מחברות לספרות בסיוע מוסד הרב קוק, תש""ז–תשי""ג"
8340,/p49/m8340,[אֵין בָּאֱוִילִים],שמואל הנגיד,"",467161,"","",שירה,"מתוך ""כל שירי רבי שמואל הנגיד"", תל אביב: מחברות לספרות בסיוע מוסד הרב קוק, תש""ז–תשי""ג"
8341,/p62/m8341,כֻּלָּהּ שֶׁלִּי,זאב ז'בוטינסקי,"",319896,"","",שירה,""
8342,/p100/m8342,תקנת עניני הדת במקוה ישראל,יוסף יושעה ריבלין,"",12408033,"","",מאמרים ומסות,""
8344,/p158/m8344,הַמִּצְרִים בַּמִּדְבָּר,מיכה יוסף לבנזון,"",973591,"","",שירה,""
8346,/p180/m8346,[שַׁעַר אֲשֶׁר],שלמה אבן גבירול,"",239355,"","",שירה,""
8347,/p58/m8347,צרכי עמנו ודעת סופריו,משה ליב לילינבלום,"",742539,"","",מאמרים ומסות,"מתוך כל כתבי משה ליב ליליינבלום, קרקא: דפוס יוסף פישר, תרע""ב"
8348,/p88/m8348,החינוך העברי בגולה,יוסף  ויתקין,"",1708144,"","",מאמרים ומסות,""
8349,/p141/m8349,אֲנִי וְאַתָּה,רחל בלובשטיין,"",241180,"","",שירה,"מתוך ""רחל: שירים מכתבים רשימות קורות חייה"", בעריכת אורי מילשטיין, תל אביב: זמורה ביתן, תשמ""ה 1985"
8350,/p141/m8350,[כִּבְשַׂת הָרָשׁ],רחל בלובשטיין,"",241180,"","",שירה,"מתוך ""רחל: שירים מכתבים רשימות קורות חייה"", בעריכת אורי מילשטיין, תל אביב: זמורה ביתן, תשמ""ה 1985"
8351,/p11/m8351,גבורים ועבודת גבורים: שיעור רביעי: הגבור בתור כהן,תומאס קרלייל,איסר יוסף איינהורן,151403,28532501,en,עיון,""
8352,/p164/m8352,הִלֵּל צֵיטְלִין,מיכה יוסף ברדיצ'בסקי,"",1926717,"","",עיון,""
8353,/p44/m8353,השערה,מנדלי מוכר ספרים,"",359694,"","",פרוזה,""
8354,/p61/m8354,נסיון לסכום,חיים ארלוזורוב,"",726510,"","",מאמרים ומסות,""
8355,/p79/m8355,[חֲמָסִי עַל אֲהוּב לִבִּי],יצחק אבן כלפון,"",7028939,"","",שירה,""
8356,/p370/m8356,נאום הפתיחה לקונגרס השני,בנימין זאב הרצל,מיכל ברקוביץ,44003,7216296,de,מאמרים ומסות,""
8357,/p148/m8357,ימינך י-אמיר,אלתר לוין,"",12404017,"","",שירה,"ירושלים: דקל, תר""ף"
8358,/p20/m8358,[אלהי בגלותי בך אחסה],אברהם אבן עזרא,"",270670,"","",שירה,""
8359,/p160/m8359,כנור דוד,מאיר הלוי לטריס,"",1912967,"","",שירה,"ווין: דפוס ל“ק זאמארסקי וק' דיטטמארש, תר”כ"
8360,/p55/m8360,לכבוֹד יהוֹשע חַנקין,ברל כצנלסון,"",786429,"","",מאמרים ומסות,""
8361,/p38/m8361,אגדות יוון - כרך ג,אליעזר מיטרופוליטנסקי,"",118924281,"","",פרוזה,""
8363,/p170/m8363,[אַתָּה אָדוֹן לְכָל הַנִּמְצָאוֹת],משה אבן עזרא,"",719393,"","",שירה,""
8364,/p46/m8364,הָאַרְנֶבֶת וְהַצָּב,יהודה ליב גורדון,"",1376036,"","",משלים,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
8366,/p51/m8366,אגרות שמריהו לוין: פסיעות ראשונות,שמריהו לוין,"",119618,"","",מכתבים,""
8367,/p14/m8367,לנאמנים לשבועה,אברהם שטרן,"",461846,"","",מאמרים ומסות,""
8368,/p33/m8368,יפיפותו של יפת III,אלחנן ליב לוינסקי,"",7017172,"","",מאמרים ומסות,""
8373,/p23/m8373,איגרות: שנת 1919,אחד העם,"",380425,"","",מכתבים,""
8374,/p154/m8374,עלי,יוסף לואידור,"",7044190,"","",פרוזה,""
8376,/p181/m8376,בימי תחיית איטליה: פרק שישי: מבחן (1846–1849),משה בילינסון,"",6967447,"","",עיון,"מתוך ""בימי תחית איטליה"", תל אביב: חברה, תר""ץ"
8378,/p23/m8378,הקונגרס הציוני הראשון,אחד העם,"",380425,"","",מאמרים ומסות,""
8379,/p57/m8379,הַכַּף הַשְּׁבוּרָה,שאול טשרניחובסקי,"",521410,"","",מחזות,"מתוך ""שירי שאול טשרניחובסקי"", תל אביב: דביר, תשכ""ח"
8380,/p54/m8380,בְּרָכָה,מתתיהו שוהם,"",1908866,"","",שירה,הוצאת אגודת הסופרים
8381,/p57/m8381,בַּגֹּרֶן (קטע),שאול טשרניחובסקי,"",521410,"","",שירה,"מתוך ""שירי שאול טשרניחובסקי"", תל אביב: דביר, תשכ""ח"
8382,/p186/m8382,רסיסים,ישעיהו ברשדסקי,"",7064133,"","",זכרונות ויומנים,"מתוך סיפורים, הוצאת תושיה, ורשה, תר""ע"
8383,/p77/m8383,דודי שבה עמי,וידל בנבנשתי,"",7927660,"","",שירה,""
8384,/p77/m8384,לך ההוד,וידל בנבנשתי,"",7927660,"","",שירה,""
8385,/p89/m8385,שירתי,חיים נחמן ביאליק,"",359705,"","",שירה,"תל אביב: דביר, תשל""ג"
8386,/p89/m8386,שבת המלכה,חיים נחמן ביאליק,"",359705,"","",שירה,"תל אביב: דביר, תשל""ג"
8388,/p89/m8388,מי ענד לדוכיפת ציצת נוצה,חיים נחמן ביאליק,"",359705,"","",פרוזה,"מתוך ""ויהי היום"", תל אביב: דביר, תשכ""ה"
8389,/p55/m8389,על דבר עבודה עברית בחוה הרטוב,ברל כצנלסון,"",786429,"","",מכתבים,""
8390,/p95/m8390,וזאת אשיב,פרץ סמולנסקין,"",1371532,"","",מאמרים ומסות,"השחר, שנת שתים-עשרה"
8391,/p161/m8391,[איך מעינות חכמה לך נמסרו],יהודה הלוי,"",299200,"","",שירה,""
8392,/p117/m8392,"ל""ג בעומר",יהודה שטיינברג,"",4526788,"","",פרוזה,""
8393,/p36/m8393,שיטה או שלטון,אליעזר יפה,"",4206040,"","",מאמרים ומסות,""
8394,/p137/m8394,"וזה השיר לכלה הנ""ל ביום צאתה מטריאסטי ללכת  עם חתנה אל פאדובה",רחל מורפורגו,"",16579983,"","",שירה,""
8395,/p142/m8395,הַזָּהָב וְהַבַּרְזֶל,אלכסנדר סרגיביץ' פושקין,דוד פרישמן,7200,705482,ru,שירה,""
8396,/p115/m8396,מסעי גוליבר,ג'ונתן סוויפט,"מנחם מבש""ן",41166,12409280,en,פרוזה,""
8398,/p147/m8398,מַלְכוּת שַדַּי,יוסף זליגר,"",12407993,"","",שירה,""
8399,/p18/m8399,מתוך קריאה,אהרן דוד גורדון,"",399986,"","",מאמרים ומסות,""
8400,/p45/m8400,כוח היהדות בעולם,בר טוביה,"",7027205,"","",מאמרים ומסות,""
8401,/p49/m8401,[אַהֲבַת הַכְּסִיל],שמואל הנגיד,"",467161,"","",שירה,"מתוך ""כל שירי רבי שמואל הנגיד"", תל אביב: מחברות לספרות בסיוע מוסד הרב קוק, תש""ז–תשי""ג"
8402,/p49/m8402,טֶרֶם יְרֹה,שמואל הנגיד,"",467161,"","",שירה,"מתוך ""כל שירי רבי שמואל הנגיד"", תל אביב: מחברות לספרות בסיוע מוסד הרב קוק, תש""ז–תשי""ג"
8403,/p49/m8403,חֶבְרַת אֲחִי,שמואל הנגיד,"",467161,"","",שירה,"מתוך ""כל שירי רבי שמואל הנגיד"", תל אביב: מחברות לספרות בסיוע מוסד הרב קוק, תש""ז–תשי""ג"
8404,/p49/m8404,[חֲדַל מֵאֲשֶׁר],שמואל הנגיד,"",467161,"","",שירה,"מתוך ""כל שירי רבי שמואל הנגיד"", תל אביב: מחברות לספרות בסיוע מוסד הרב קוק, תש""ז–תשי""ג"
8405,/p86/m8405,ספר תחכמוני - שער שביעי,יהודה אלחריזי,"",1350978,"","",שירה,""
8406,/p122/m8406,קץ כל בשר בא לפני,אפרים לוצטו,"",7058244,"","",שירה,"ע“פ הוצאת מחברות לספרות, תל אביב, תש”ב"
8408,/p161/m8408,חֲרוּזִים מְשֻתָּפִים,יהודה הלוי,"",299200,"","",שירה,""
8409,/p166/m8409,מראשית מלכות בית דוד עד מות חזקיהו: ימי הממלכות הבודדות לנפשן,זאב יעבץ,"",12407187,"","",עיון,""
8410,/p180/m8410,[קרא הציר],שלמה אבן גבירול,"",239355,"","",שירה,""
8411,/p41/m8411,הָאָמָן,נפתלי הרץ אימבר,"",359717,"","",שירה,""
8412,/p58/m8412,למצב ספרותנו עתה,משה ליב לילינבלום,"",742539,"","",מאמרים ומסות,"מתוך כל כתבי משה ליב ליליינבלום, קרקא: דפוס יוסף פישר, תרע""ב"
8413,/p76/m8413,נער הייתי...,ש' בן־ציון,"",2905102,"","",פרוזה,""
8414,/p141/m8414,חֲלִיבַת לַיְלָה,רחל בלובשטיין,"",241180,"","",שירה,"מתוך ""רחל: שירים מכתבים רשימות קורות חייה"", בעריכת אורי מילשטיין, תל אביב: זמורה ביתן, תשמ""ה 1985"
8415,/p141/m8415,"[אֶל גָּדֵר דְּחוּיָה, אֲפֹרַת-פָּנִים]",רחל בלובשטיין,"",241180,"","",שירה,"מתוך ""רחל: שירים מכתבים רשימות קורות חייה"", בעריכת אורי מילשטיין, תל אביב: זמורה ביתן, תשמ""ה 1985"
8416,/p24/m8416,העוצרים בעד המגפה,אלתר דרויאנוב,"",437809,"","",מאמרים ומסות,"מתוך “כתבים נבחרים” א-ב הוצאת ברית ראשונים, תל-אביב, תש“ג-תש”ה."
8417,/p164/m8417,בִּלְעָדֵיהָ,מיכה יוסף ברדיצ'בסקי,"",1926717,"","",פרוזה,""
8418,/p164/m8418,היציאה,מיכה יוסף ברדיצ'בסקי,"",1926717,"","",פרוזה,""
8419,/p61/m8419,שלוש הערות,חיים ארלוזורוב,"",726510,"","",מאמרים ומסות,""
8420,/p68/m8420,הגיוני עצב,מרדכי צבי מאנה,"",6633218,"","",שירה,"מתוך ""כל כתבי מרדכי צבי מאנה: קובץ שיריו, מאמריו ומכתביו"", ורשה: צנטרל, תרע”ד 1913"
8421,/p370/m8421,הקונגרס הציוני הרביעי,בנימין זאב הרצל,מיכל ברקוביץ,44003,7216296,de,מאמרים ומסות,""
8422,/p148/m8422,באלוני ממרא,אלתר לוין,"",12404017,"","",שירה,"ירושלים: דקל, תר""ף"
8423,/p20/m8423,[אתה גחי מבטן],אברהם אבן עזרא,"",270670,"","",שירה,""
8424,/p20/m8424,[אל בדתך האמרתנו],אברהם אבן עזרא,"",270670,"","",שירה,""
8425,/p170/m8425,[בְּנַפְשִׁי יְעָלוֹת בְּיֹפִי כְלִילוֹת],משה אבן עזרא,"",719393,"","",שירה,""
8426,/p55/m8426,"מילואים לתולדותיו של אהרן ליברמן עורך ""האמת""",ברל כצנלסון,"",786429,"","",מאמרים ומסות,""
8429,/p170/m8429,לשון דמעו יגלה סוד צפונו,משה אבן עזרא,"",719393,"","",שירה,""
8430,/p46/m8430,נאד של דמעות,יהודה ליב גורדון,"",1376036,"","",שירה,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
8431,/p170/m8431,הרימותי לאל עליון ימיני,משה אבן עזרא,"",719393,"","",שירה,""
8432,/p46/m8432,הַפְּרֻדוֹת,יהודה ליב גורדון,"",1376036,"","",שירה,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
8433,/p95/m8433,הגמול,פרץ סמולנסקין,"",1371532,"","",פרוזה,"ווארשא: מ. קאצענעלענבאגען שנת פרסום תרס""ה 1905"
8434,/p33/m8434,השביתה,אלחנן ליב לוינסקי,"",7017172,"","",פרוזה,""
8441,/p146/m8441,אם תחפצה בן איש,שלום שבזי,"","","","",שירה,""
8443,/p167/m8443,מִגְדַּל־עֹז או תֻּמַּת יְשָׁרִים,משה חיים לוצטו,"",982845,"","",מחזות,""
8444,/p180/m8444,[קולי לצופי],שלמה אבן גבירול,"",239355,"","",שירה,""
8445,/p181/m8445,בימי תחיית איטליה: מבוא,משה בילינסון,"",6967447,"","",עיון,"מתוך ""בימי תחית איטליה"", תל אביב: חברה, תר""ץ"
8446,/p57/m8446,[בְּלֵיל זֶה לֵיל אֹפֶל],שאול טשרניחובסקי,"",521410,"","",שירה,"מתוך ""שירי שאול טשרניחובסקי"", תל אביב: דביר, תשכ""ח"
8447,/p23/m8447,החינוך הלאומי,אחד העם,"",380425,"","",מאמרים ומסות,""
8448,/p57/m8448,[נִיב קֶסֶם שְׂפָתַיִךְ שׁוֹשַׁנִּים],שאול טשרניחובסקי,"",521410,"","",שירה,"מתוך ""שירי שאול טשרניחובסקי"", תל אביב: דביר, תשכ""ח"
8449,/p77/m8449,דמיון אנשים,וידל בנבנשתי,"",7927660,"","",שירה,""
